,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra,Candid Score,Measured Score,Grounded Score,Suspended Score,J-Axis Coordinate,P-Axis Coordinate
127,Robert Sapolsky,Juan E. Sandoval,teni,iii-,guarded,3.0,medium,low,male,1950s,north_america,jewish,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,7.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,7.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,4.0,7.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,7.0,7.0,7.0,4.0,4.0,2.0,2.0,0.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,203.0,Je,Gamma,25.0,16.0,33.0,15.0,-0.21951219512195122,-0.375
128,Madison Beer,Calin Copil,seti,iii-,unguarded,1.0,medium,low,female,1990s,north_america,jewish,2.0,2.0,4.0,7.0,0.0,7.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,2.0,2.0,7.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,4.0,0.0,4.0,7.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,7.0,4.0,4.0,0.0,7.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,2.0,2.0,219.0,Pe,Beta,18.0,29.0,35.0,4.0,0.23404255319148937,-0.7948717948717948
131,Paris Hilton,Calin Copil,fise,ii-i,guarded,1.0,low,low,female,1980s,north_america,white/european,4.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,7.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,7.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,7.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,4.0,2.0,4.0,182.0,Ji,Gamma,29.0,12.0,30.0,2.0,-0.4146341463414634,-0.875
133,Eddie Hall,Juan E. Sandoval,feni,ii--,guarded,2.0,medium,low,male,1980s,western_europe,white/european,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,7.0,4.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,7.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,7.0,174.0,Je,Beta,14.0,24.0,35.0,6.0,0.2631578947368421,-0.7073170731707317
135,Oriana Fallaci,Peter Foy,nite,iiii,guarded,3.0,low,low,female,1920s,western_europe,white/european,0.0,2.0,4.0,2.0,0.0,7.0,7.0,7.0,4.0,7.0,0.0,4.0,7.0,2.0,4.0,7.0,2.0,7.0,2.0,2.0,7.0,4.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,7.0,7.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,7.0,213.0,Pi,Gamma,32.0,4.0,34.0,4.0,-0.7777777777777778,-0.7894736842105263
136,Douglas Murray,Juan E. Sandoval,teni,ii-i,guarded,3.0,low,medium,male,1970s,eastern_europe,white/european,4.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,7.0,2.0,7.0,4.0,2.0,4.0,2.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,7.0,180.0,Je,Gamma,38.0,4.0,21.0,10.0,-0.8095238095238095,-0.3548387096774194
137,Stephen Wolfram,Juan E. Sandoval,tesi,iii-,unguarded,0.0,low,medium,male,1950s,western_europe,jewish,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,7.0,0.0,4.0,4.0,4.0,2.0,7.0,4.0,2.0,4.0,7.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,4.0,7.0,0.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,177.0,Je,Delta,30.0,14.0,6.0,23.0,-0.36363636363636365,0.5862068965517241
138,Albert Einstein,Juan E. Sandoval,site,i--i,unguarded,0.0,medium,low,male,1800s,western_europe,jewish,7.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,2.0,7.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,7.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,7.0,7.0,2.0,7.0,4.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,161.0,Pi,Delta,21.0,14.0,4.0,36.0,-0.2,0.8
139,Sigmund Freud,Juan E. Sandoval,feni,iii-,guarded,5.0,low,low,male,1800s,western_europe,jewish,2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,4.0,7.0,2.0,4.0,2.0,4.0,4.0,4.0,7.0,4.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,7.0,4.0,4.0,0.0,4.0,7.0,0.0,2.0,4.0,4.0,7.0,7.0,2.0,7.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,205.0,Je,Beta,10.0,32.0,37.0,10.0,0.5238095238095238,-0.574468085106383
140,Thom Yorke,Sierra Schwartz,seti,ii--,unguarded,3.0,low,medium,male,1960s,western_europe,white/european,4.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,4.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,7.0,4.0,2.0,7.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,198.0,Pe,Beta,6.0,32.0,32.0,14.0,0.6842105263157895,-0.391304347826087
141,Jennifer Doudna,Juan E. Sandoval,tesi,i---,unguarded,0.0,medium,low,female,1960s,north_america,white/european,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,7.0,7.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,2.0,7.0,4.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,155.0,Je,Delta,23.0,15.0,8.0,29.0,-0.21052631578947367,0.5675675675675675
142,Hilary Swank,Calin Copil,fesi,i---,unguarded,0.0,low,medium,female,1970s,north_america,white/european,7.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,7.0,7.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,4.0,4.0,2.0,4.0,7.0,4.0,2.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,7.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,199.0,Je,Alpha,14.0,36.0,17.0,23.0,0.44,0.15
144,Kylie Minogue,Peter Foy,sefi,iii-,unguarded,0.0,high,,female,1960s,australia/new_zeland,white/european,2.0,0.0,4.0,2.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,7.0,4.0,0.0,2.0,7.0,4.0,7.0,7.0,2.0,4.0,7.0,7.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,7.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,0.0,2.0,0.0,249.0,Pe,Gamma,40.0,30.0,46.0,6.0,-0.14285714285714285,-0.7692307692307693
145,Emmanuelle Charpentier,Juan E. Sandoval,fine,ii-i,unguarded,0.0,medium,low,female,1960s,western_europe,other/unknown,7.0,7.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,7.0,7.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,7.0,0.0,4.0,4.0,0.0,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,7.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,154.0,Ji,Delta,27.0,13.0,2.0,23.0,-0.35,0.84
146,Richard Carrier,Calin Copil,tesi,i---,guarded,1.0,low,medium,male,1960s,north_america,white/european,4.0,4.0,7.0,7.0,7.0,2.0,2.0,2.0,7.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,7.0,2.0,7.0,4.0,4.0,7.0,7.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,211.0,Je,Delta,43.0,12.0,14.0,21.0,-0.5636363636363636,0.2
148,Alexandr Wang,Calin Copil,sefi,i-i-,guarded,1.0,low,low,male,1990s,north_america,east_asian,2.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,2.0,2.0,4.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,7.0,4.0,4.0,4.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,212.0,Pe,Gamma,39.0,14.0,32.0,2.0,-0.4716981132075472,-0.8823529411764706
149,Osama bin Laden,Juan E. Sandoval,tine,i---,guarded,3.0,medium,medium,male,1950s,middle_east/north_africa,arabic,4.0,7.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,7.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,175.0,Ji,Alpha,19.0,31.0,12.0,27.0,0.24,0.38461538461538464
151,Chloe Zhao,Calin Copil,tine,i--i,unguarded,0.0,medium,medium,female,1980s,east_asia,han_chinese,4.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,7.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,177.0,Ji,Alpha,20.0,29.0,10.0,18.0,0.1836734693877551,0.2857142857142857
152,Randall Munroe,Juan E. Sandoval,fine,i--i,unguarded,1.0,medium,low,male,1980s,north_america,white/european,4.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,7.0,2.0,4.0,7.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,7.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,4.0,7.0,4.0,7.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,175.0,Ji,Delta,35.0,15.0,6.0,33.0,-0.4,0.6923076923076923
154,Jennifer Bagnaschi,Sierra Schwartz,feni,i---,unguarded,0.0,low,low,female,-1,north_america,black/african,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,7.0,7.0,7.0,2.0,4.0,4.0,4.0,2.0,7.0,2.0,4.0,7.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,191.0,Je,Beta,12.0,41.0,32.0,4.0,0.5471698113207547,-0.7777777777777778
155,Akiane Kramarik,Juan E. Sandoval,fine,ii--,unguarded,2.0,low,medium,female,1990s,north_america,white/european,7.0,7.0,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,4.0,2.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,4.0,0.0,4.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,198.0,Ji,Delta,31.0,6.0,18.0,27.0,-0.6756756756756757,0.2
157,Adolf Hitler,Juan E. Sandoval,tesi,i--i,guarded,5.0,low,high,male,1800s,western_europe,white/european,7.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,7.0,2.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,204.0,Je,Delta,39.0,4.0,17.0,27.0,-0.813953488372093,0.22727272727272727
158,Bong Joon-ho,Calin Copil,nife,i--i,unguarded,0.0,low,low,male,1960s,east_asia,east_asian,2.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,7.0,2.0,4.0,2.0,2.0,7.0,2.0,2.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,169.0,Pi,Beta,12.0,31.0,28.0,6.0,0.4418604651162791,-0.6470588235294118
159,Daniel Kessler,Juan E. Sandoval,neti,i--i,unguarded,0.0,low,low,male,1970s,western_europe,white/european,0.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,7.0,7.0,2.0,7.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,162.0,Pe,Alpha,2.0,33.0,10.0,36.0,0.8857142857142857,0.5652173913043478
162,Eddie Vedder,Sierra Schwartz,tise,iii-,unguarded,0.0,low,medium,male,1960s,north_america,white/european,4.0,4.0,2.0,2.0,7.0,2.0,2.0,4.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,7.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,197.0,Ji,Beta,8.0,33.0,27.0,14.0,0.6097560975609756,-0.3170731707317073
163,Alicia Atout,Peter Foy,seti,i-i-,unguarded,0.0,low,low,female,1990s,north_america,white/european,0.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,2.0,4.0,4.0,7.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,4.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,2.0,7.0,2.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,168.0,Pe,Beta,14.0,29.0,29.0,12.0,0.3488372093023256,-0.4146341463414634
165,Sadhguru,Ash Rose,nife,ii--,guarded,1.0,low,low,male,1950s,south_asia,indo-aryan,0.0,2.0,0.0,2.0,0.0,7.0,4.0,4.0,7.0,4.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,2.0,7.0,4.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,151.0,Pi,Beta,6.0,18.0,22.0,2.0,0.5,-0.8333333333333334
166,Jonna Jinton,Juan E. Sandoval,fise,ii--,unguarded,0.0,low,high,female,1980s,eastern_europe,white/european,7.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,4.0,2.0,2.0,4.0,7.0,7.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,169.0,Ji,Gamma,27.0,8.0,29.0,25.0,-0.5428571428571428,-0.07407407407407407
167,Becca Tarnas,Juan E. Sandoval,fine,ii-i,unguarded,0.0,medium,low,female,1980s,north_america,white/european,4.0,4.0,0.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,165.0,Ji,Delta,23.0,16.0,14.0,24.0,-0.1794871794871795,0.2631578947368421
169,Michal Bar-Asher Siegal,Juan E. Sandoval,fine,i--i,guarded,2.0,medium,low,female,-1,middle_east/north_africa,jewish,4.0,7.0,7.0,4.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,7.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,160.0,Ji,Delta,29.0,14.0,4.0,28.0,-0.3488372093023256,0.75
170,Israel Knohl,Juan E. Sandoval,nife,ii--,unguarded,2.0,medium,low,male,1950s,middle_east/north_africa,jewish,0.0,0.0,4.0,4.0,0.0,7.0,7.0,2.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,4.0,7.0,7.0,4.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,164.0,Pi,Beta,12.0,22.0,30.0,6.0,0.29411764705882354,-0.6666666666666666
172,Michelle Phan,Calin Copil,tise,ii-i,unguarded,0.0,low,low,female,1980s,north_america,east_asian,7.0,7.0,4.0,7.0,7.0,2.0,2.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,7.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,2.0,205.0,Ji,Beta,12.0,32.0,22.0,4.0,0.45454545454545453,-0.6923076923076923
173,Trent Reznor,Juan E. Sandoval,seti,iiii,guarded,3.0,low,low,male,1960s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,2.0,4.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,7.0,4.0,7.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,191.0,Pe,Beta,10.0,34.0,31.0,6.0,0.5454545454545454,-0.6756756756756757
