Post Title,,Bio,Video URL,Video 2 URL,Video 3 URL,GIF Breakdown,Status,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Alternative,Sex,Age Range,Geography,Ethnicity,Checkbox,Checkbox 1,R1 Rigid Posture Copy,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions
Lawrence Weiner,Calin Copil,,https://www.youtube.com/watch?v=AscU8wKzbbE&ab_channel=LouisianaChannel,,,https://bit.ly/3CO7HmI,,nife,ii--,directive,2,,,,male,-1,-1,-1,,,,,,4,,2,2,2,4,7,,2,,,,7,7,4,,7,2,2,,7,4,,,,,4,,,,,,,,,,7,2,2,4,4,7,7,7,4,7,7,,,4,,,,,,4,,,,,,,,2,,2,2
Aaron Eckhart,Calin Copil,,https://www.youtube.com/watch?v=y4MsVQLwW10,,,,,fesi,ii--,directive,1,,,,male,-1,-1,-1,,,7,4,7,7,,,2,,2,,,2,2,,4,4,,7,2,2,7,7,,7,7,,2,,2,2,,,,,,,,,,7,7,7,7,4,7,7,,2,,,,,,2,2,,7,7,7,4,2,2,,,,,,2,7,4
Joseph Campbell,Calin Copil,,https://www.youtube.com/watch?v=kbcB-kqUqOw&ab_channel=JosephCampbellFoundation,,,,,feni,ii--,directive,1,,,,male,-1,-1,-1,,,4,4,7,4,2,2,,2,,,,4,2,,7,4,2,4,,4,7,4,0,4,7,,,,,,2,2,4,2,,,,,,4,,,,2,7,7,7,2,,,4,,7,2,,,4,4,,,,,,,,,,2,4,2
David Sedaris,Calin Copil,,https://www.youtube.com/watch?v=xW2acxJSIyU&ab_channel=JimmyKimmelLive,,,,,site,ii-i,seelie,0,,,,male,-1,-1,-1,,,2,,2,4,,4,4,4,,4,4,2,4,4,2,2,2,7,7,2,4,4,2,4,4,2,2,,2,2,2,,,4,4,0,4,4,2,,4,,,,4,,,,,,,,,,,,4,2,2,4,4,2,2,4,,2,4,,2,
Aza Raskin,Calin Copil,,https://www.youtube.com/watch?v=xsE51MLNMvc&ab_channel=NateHagens,,,,,fesi,i--i,directive,1,,,,male,-1,-1,-1,,,7,7,,7,7,,,,4,,,4,,2,,,,,2,,7,7,,7,7,2,4,2,2,2,4,,,,,,,,,2,,,4,2,7,7,7,4,,,,,,,,,4,2,4,4,4,2,,,,,,2,7,2
Jeremy Meeks,Calin Copil,,https://www.youtube.com/watch?v=v6ueDKeTB1E&t=159s&ab_channel=BuzzFeedVideo,,,,,seti,i-i-,directive,1,,,,male,-1,-1,-1,,,,,2,2,,4,7,2,4,4,4,4,4,4,2,,,,2,,4,2,4,4,4,2,2,,2,4,,,,,,,,,,7,7,7,7,7,,,,,7,2,7,7,7,7,4,4,,,,,,,,,,,2,,2,4
Israel Adesanya,Calin Copil,,https://www.youtube.com/watch?v=AajgQv7v9i0&t=7s&ab_channel=TheMacLife,,,,,seti,i---,directive,1,,,,male,-1,-1,-1,,,,,,,,4,7,2,4,,2,7,2,7,2,2,2,2,7,,2,2,4,4,,,,,2,,,2,,,2,,,,,4,7,4,7,7,2,2,7,,2,4,,7,7,,,,,,,,,,,,,,4,2,2,4
Dr. Zubin Damania,Calin Copil,,https://www.youtube.com/watch?v=vJYj0nTdO2Y&ab_channel=ZDoggMD,,,,,fesi,i---,adaptive,1,,,,male,-1,-1,-1,,,7,7,7,7,7,,,,2,,,4,,2,7,,2,2,7,2,4,4,,7,7,,2,2,,4,,,,,2,2,2,,,7,7,7,7,4,7,7,2,2,,,,,,,,,7,7,7,7,4,2,2,4,,2,2,,2,2
Kiun B,Ash Rose,,https://www.youtube.com/watch?v=kFivVCX2pKo&ab_channel=RichardCoward,,,,,nefi,i---,seelie,0,,,,female,-1,-1,-1,,,,,2,2,,4,7,,7,7,4,7,2,4,4,,,7,,,2,,2,,2,,,2,,,7,4,2,7,,2,4,,,,,,,,,,4,,,,4,,,4,,2,2,7,,2,7,,,,4,4,4,,,
Michael Huemer,Ash Rose,,https://www.youtube.com/watch?v=hUpZefRcjsU&t=74s&ab_channel=StatelessProductions,,,,,neti,i---,adaptive,0,,,,male,-1,-1,-1,,,,,2,2,,7,7,2,7,7,4,4,4,7,,4,,4,,,2,2,2,4,4,2,2,,,4,,,,,,,,,,7,4,7,7,4,,,4,4,,,,,2,2,,4,7,7,4,4,4,4,4,2,4,4,4,,,
Anderson Silva,Calin Copil,"Anderson Silva, a Brazilian mixed martial artist and boxer, is widely regarded as the greatest of all time in MMA. He held the UFC Middleweight Championship and set a record for the longest title reign in UFC history at 2,457 days. His remarkable career showcases his dominance in the middleweight division, solidifying his legacy as one of MMA's greatest fighters.",https://www.youtube.com/watch?v=qZq6_bqeojs&ab_channel=UFC-UltimateFightingChampionship,,,,,seti,i---,directive,1,,,,male,-1,-1,-1,,,,,2,4,,7,7,7,4,4,7,4,7,4,,,,,2,,,2,4,4,2,,7,,4,,,,,,,,,0,,7,7,7,7,7,2,2,7,,7,7,7,2,7,4,4,4,,,,,,,,,,,,2,4,4
Melvin Manhoef,Calin Copil,"Melvin Manhoef, a retired Dutch fighter, excelled in kickboxing and MMA. He held the It's Showtime Middleweight title in kickboxing and the Cage Rage Light Heavyweight title in MMA. Manhoef competed in multiple organizations, including Bellator, Strikeforce, DREAM, and more. He's renowned for his knockout prowess, with 29 of his 32 wins ending in knockouts, a record among fighters with 15 wins. Manhoef also founded the World Fighting League, a kickboxing and MMA promotion.",https://www.youtube.com/watch?v=91f0hgaN7BY,,,,,seti,i---,directive,1,,,,male,1970s,-1,-1,,,2,,,,,7,7,7,,,4,7,4,2,,7,2,,,,2,4,4,2,,,,,2,,2,,,,2,,,,,7,,,4,7,,,7,,7,7,7,,,7,4,,,,,,,,,,,,,2,4,4
Blake de Pastino,Calin Copil,,https://www.youtube.com/watch?v=IZOpXjXo1mg&ab_channel=SciShow,,,,,fesi,i-ii,adaptive,2,,,,male,-1,-1,-1,,,4,7,2,4,7,4,2,,4,,2,4,,7,2,2,2,2,2,2,4,2,2,7,4,2,4,2,2,7,2,,,,,,2,,,4,4,,,7,4,7,4,2,,2,,,2,,2,2,7,,7,7,2,2,,,2,2,2,,2,2
Kallie Moore,Calin Copil,,https://www.youtube.com/watch?v=DpdmTqKaA7Q&ab_channel=SallyLePage,,,,,tesi,i-ii,seelie,0,,,,female,-1,-1,-1,,,4,4,4,4,4,2,4,2,4,,2,4,2,7,4,4,0,2,,,7,4,2,7,4,4,7,2,2,7,7,7,7,7,7,4,7,4,7,,,,,,,,,,,,2,,2,,,,4,4,,7,2,2,4,2,4,7,7,,,
James Ransone,Calin Copil,,https://www.youtube.com/watch?v=ilDLZb4HbCE&t=188s&ab_channel=PJames,,,,,neti,i--i,adaptive,1,,,,male,-1,-1,-1,,,,,2,2,,7,7,2,4,7,2,4,2,7,7,,,7,7,2,2,2,2,4,4,0,2,0,2,2,2,,,,,,,,,4,7,7,2,7,4,7,4,,,,,,,,2,2,7,7,7,7,4,4,2,2,,7,,,,2
Drake Bell,Calin Copil,,https://www.youtube.com/watch?v=jq3WSNUTXwA&ab_channel=toofab,,,,,neti,i---,adaptive,1,,,,male,-1,-1,-1,,,0,,,2,,7,7,4,7,,4,2,4,7,2,2,,4,4,2,,0,,4,2,2,4,,0,,,,,,,,,2,,4,7,7,,4,,2,,,,,,,,,7,4,7,2,7,7,4,7,2,,,7,2,,,2
Ariana Grande,Calin Copil,,https://www.youtube.com/watch?v=HqgimznGHbA&ab_channel=TheLateLateShowwithJamesCorden,,,,,neti,i---,adaptive,0,,,,female,-1,-1,-1,,,,,,2,,7,7,7,,2,7,4,7,2,4,,,,2,,2,,2,7,2,2,4,,,,2,,,2,,2,7,,,4,7,7,7,2,,,2,,4,,,,2,4,2,2,,4,2,7,2,,7,,2,4,7,,,
Andrew Yang,Calin Copil,,https://www.youtube.com/watch?v=T7PTMm0M9kI&t=457s&ab_channel=CNBCTelevision,,,,,site,i---,seelie,1,,,,male,-1,-1,-1,,,2,4,4,4,,4,2,2,7,7,2,4,,4,2,4,4,7,2,7,,2,,7,4,2,2,,2,4,4,7,2,2,4,2,2,,,2,,,,,2,7,,,,,,,2,,,,4,7,2,2,4,2,,,,,4,,2,
Lady Gaga,Calin Copil,,https://www.youtube.com/watch?v=CZXBF9t32zA,,,,,sefi,iii-,unseelie,3,,,,female,-1,-1,-1,,,,2,4,4,,7,2,7,4,7,4,4,7,2,2,2,2,2,,4,2,2,2,4,7,4,7,2,2,2,7,,,,7,2,4,7,,,,,,,,,,,7,7,7,,4,2,7,7,,,,,,,,,4,,,4,4,2
Gwen Stefani,Calin Copil,,https://www.youtube.com/watch?v=sA0cJ90T9Po&t=181s&ab_channel=TheHowardSternShow,,,,,sefi,iii-,unseelie,0,,,III-,male,-1,-1,-1,,,,,2,2,,4,7,2,7,4,4,7,4,7,4,,,2,,,2,2,,4,7,4,4,2,2,4,4,4,2,2,2,2,4,2,,,,,,4,2,,,2,7,4,7,,7,7,4,,,,,,,,,2,,,4,,2,2
Desmond Tutu,Calin Copil,,https://www.youtube.com/watch?v=eM4BwaOA17o&t=257s&ab_channel=NobelPrize,,,,,sife,iii-,adaptive,1,,,,male,-1,-1,-1,,,,,4,4,,4,4,2,4,7,,2,2,2,4,7,4,7,7,7,7,4,,,4,,2,4,4,7,2,4,2,2,,2,2,2,,,,,2,4,7,7,,,,2,2,,0,,2,4,7,,,7,0,,2,2,2,2,4,,4,2
Victor Gulenko,Mitchell Newman,,https://www.youtube.com/watch?v=VpzRz8dbOCs,,,,,site,ii--,unseelie,0,,,,male,-1,-1,-1,,,,4,,4,,4,4,,2,2,,4,,4,2,7,,7,4,4,4,4,,4,4,2,2,2,2,2,4,,4,4,7,4,,,4,,,,,,4,2,4,,,,,,,,,,7,7,4,7,4,,,4,2,,2,2,0,4
Milton Friedman,Calin Copil,,https://www.youtube.com/watch?v=gv5XQ6PkvZE&ab_channel=BasicEconomics,,,,,site,ii--,unseelie,0,,,,male,-1,-1,-1,,,,,2,2,,4,2,2,2,,2,,,,,7,7,,,7,4,4,7,4,2,,,,,,4,,4,2,7,2,2,4,,,4,,,,2,,,,,4,,,,,,,4,,2,,,,2,,,2,2,2,4,
Professor Leonard,Calin Copil,,https://www.youtube.com/watch?v=czQxDNqBjIY&ab_channel=ProfessorLeonard,,,,,fesi,i---,adaptive,2,,,,male,-1,-1,-1,,calin_copil | peter_j._foy,7,7,7,7,4,,,,4,,,2,,,,,4,2,2,2,7,7,,7,7,,4,2,,4,2,,,,4,,,,,7,7,7,4,2,7,7,7,2,,,,,,,2,,7,4,7,7,,,,,2,4,2,2,,2
Thomas Sowell,Calin Copil,"Thomas Sowell is an American economist, social theorist, and senior fellow at Stanford University's Hoover Institution. Born in 1930 in North Carolina, he rose from a poor upbringing to earn degrees from Harvard, Columbia, and the University of Chicago. Known for his conservative views, Sowell has written extensively on social issues, economics, and political thought, authoring over 30 books and countless articles. His works such as ""Basic Economics,"" ""The Vision of the Anointed,"" and ""Intellectuals and Society"" have been influential in shaping conservative thought. He is highly regarded for his lucid prose and ability to dissect complex issues.",https://www.youtube.com/watch?v=lO5K1-X6w9E,https://www.youtube.com/watch?v=mS5WYp5xmvI,https://www.youtube.com/watch?v=H6ImP-gJvas,,,nife,ii--,directive,2,medium,low,NiTe,male,1930s,north_america,black/african,,juan_e._sandoval | calin_copil,,2,2,2,,4,4,4,2,2,2,4,2,2,,7,7,4,2,7,4,4,2,4,4,,2,2,0,,2,2,2,2,,2,2,2,,4,,4,4,7,4,7,,,4,4,4,2,4,,4,,2,2,,,,,,,,,,4,4,4
Frank Caprio,Calin Copil,"Frank Caprio is an American lawyer and judge known for his role as a municipal court judge in Providence, Rhode Island. He gained widespread recognition for his compassionate and unconventional approach to justice, which often involves levying reduced fines or dismissing cases altogether. Caprio's courtroom proceedings have been featured on the television show ""Caught in Providence,"" showcasing his commitment to fairness and humanity. He is regarded as a symbol of empathy within the legal system, using his position to make a positive impact on people's lives and challenge traditional norms of judicial practice.
",https://www.youtube.com/watch?v=mmFI3CA-KpY&ab_channel=CaughtInProvidence,https://www.youtube.com/watch?v=cMoYyfnu8c4,,,,site,ii--,seelie,0,,,,male,1930s,north_america,white/european,,calin_copil | ash_rose | peter_j._foy,,,2,2,,2,2,2,4,2,0,0,2,2,2,7,7,7,4,7,4,2,,7,4,,2,,,2,4,4,4,4,,,2,4,,,,,,,2,2,,,,,,,,,,,4,2,4,7,,,2,2,2,2,4,,2,2
Greg Mathis,Calin Copil,,https://www.youtube.com/watch?v=iCib3kdRIwM,,,,,feni,i-i-,adaptive,0,,,,male,-1,-1,-1,,,4,2,4,4,4,,,2,4,,7,2,4,,2,2,,,,,7,4,2,7,7,,2,,,,,2,,,,,,,,2,,,4,2,7,7,4,2,7,4,7,,4,4,2,,,,,,,,,,,4,4,,4,
Robert Rinder,Calin Copil,,https://www.youtube.com/watch?v=nqu3EZUjQTQ&ab_channel=ThisMorning,,,,,tesi,i-i-,seelie,0,,,,male,-1,-1,-1,,,2,4,4,4,,4,2,2,4,,4,4,7,,,,2,2,4,,7,4,7,7,7,4,4,,,4,7,2,4,4,4,4,2,,,,,,,,4,2,2,,,,,,,,4,,4,2,4,7,4,4,4,2,4,4,2,,4,2
Gilbert Strang,Calin Copil,,https://www.youtube.com/watch?v=9IZfzPZ5k3A&ab_channel=SeriousScience,,,,,site,iii-,unseelie,0,,,,male,-1,-1,-1,,,2,,,4,,7,2,7,4,7,2,,7,2,2,7,7,4,,7,,7,2,,4,7,7,4,7,7,4,,4,4,7,7,7,4,2,,,,,,2,,,,,,,,,,,,4,2,2,,,,7,,,,,,4,
Jordan Peterson,Calin Copil,,https://www.youtube.com/watch?v=b-9VMf5GGs0&ab_channel=JohnAnderson,,,,,feni,iiii,directive,3,,,,male,-1,-1,-1,,,7,4,4,7,7,,2,2,2,,2,4,4,2,2,2,2,7,2,4,7,7,4,4,7,,7,2,4,7,4,,2,,2,,2,2,,4,7,4,7,2,7,7,0,7,2,4,2,2,7,2,2,,,,,,,,,,0,0,,7,7,7
Christopher Langan,Calin Copil,,https://www.youtube.com/watch?v=sKB4wAqMKRQ&ab_channel=LogosSogol,,,,,feni,ii--,directive,3,,,,male,-1,-1,-1,,,4,7,4,4,2,,,2,,,,2,2,,2,4,2,2,4,4,7,4,,7,7,4,2,,2,4,,,,,,2,,,2,4,7,7,2,2,7,7,7,2,2,7,2,4,4,2,2,,,,,,,,,,,,2,2,2,4
Daniel Bonevac,Calin Copil,,https://www.youtube.com/watch?v=9lm-sZTfQ1k&ab_channel=TheAustinInstitute,,,,,tesi,i---,unseelie,2,,,,male,-1,-1,-1,,,7,7,7,7,,,,2,2,,2,2,,,7,,,2,7,,7,7,2,4,7,2,,,,4,7,2,7,2,4,4,4,,4,,,,,,7,7,4,,,,,,,,,,4,4,4,7,2,2,,,,,2,,4,
Nicole Januszczak,Hila Hershkoviz,,https://www.youtube.com/watch?v=iQTNVAdoZ8o&ab_channel=CareerCrate,,,,,sife,i---,adaptive,0,,,,female,-1,-1,-1,,,4,2,,,,2,7,,,,,,,,,2,7,,,7,2,,,4,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,7,7,7,,,,,,,4,,,,
Aubrey Plaza,Calin Copil,,https://www.youtube.com/watch?v=65bdeTxrAcw&ab_channel=TeamCoco,,,,,fise,ii--,unseelie,0,,,,male,-1,-1,-1,,,4,7,2,4,2,,2,2,,,2,7,2,4,2,,0,2,,,2,2,2,4,2,7,4,2,2,4,7,7,2,7,4,2,4,,2,,,,,,,,,,7,2,7,,,4,2,4,,,,,,,,,,,4,4,2,2
Daniel Dennett,Calin Copil,,https://www.youtube.com/watch?v=v9dZeJ3owGg&ab_channel=TuftsUniversity,,,,,nite,ii--,unseelie,1,,,,male,-1,-1,-1,,,,,,,,2,2,2,2,,,,,,2,7,7,7,,7,7,7,0,2,,,,,2,,4,,4,4,4,7,7,,,,,,,,2,,2,,,4,2,,,,,,2,,,,,,,,,,,,2,2
PewDiePie,Calin Copil,,https://youtu.be/D_c4uruJV2U,,,,,neti,i---,adaptive,0,,,,male,-1,-1,-1,,,4,4,,,,2,4,2,7,2,2,4,,7,4,2,,4,2,,,,2,2,2,2,4,2,2,2,4,,,2,,,,4,,2,7,7,4,2,2,,2,,,,,,2,,4,2,7,4,2,2,4,4,2,4,,7,7,,,
Michio Kaku,Calin Copil,,https://www.youtube.com/watch?v=7QLks9QkVLM&ab_channel=BigThink,,,,,fesi,iiii,adaptive,0,,,,male,-1,-1,-1,,,,4,7,4,7,4,2,7,,,4,2,7,7,7,2,2,7,7,,4,4,,7,7,4,4,2,,7,2,,,,,2,,,,,4,2,,,7,7,7,4,,,4,7,,,,,4,4,,,2,,4,2,,4,2,,4,2
Jiddu Krishnamurti,Calin Copil,,https://www.youtube.com/watch?v=EJm-N4B_odA&t=806s&ab_channel=J.Krishnamurti-OfficialChannel,,,,,nite,iii-,unseelie,3,,,,male,-1,-1,-1,,,,,2,4,0,2,,7,,7,0,,,2,,7,7,,,7,4,2,,2,7,,7,7,2,4,4,4,4,7,2,2,4,,,,,,,4,7,2,2,,7,7,2,,,,,,,,,,,,,,,,,7,7,7
Peter Harvey,Calin Copil,,https://www.youtube.com/watch?v=WFeO7sKFht8&ab_channel=Patisota,,,,,tesi,i---,unseelie,1,,,,male,-1,-1,-1,,,7,7,4,4,4,,,2,,,2,2,2,4,2,,2,,2,4,7,4,2,4,7,,4,2,,7,2,2,4,4,7,7,7,4,2,,,,,4,7,,,2,,2,,,2,,,,4,0,7,,,,2,2,,2,2,2,7,2
Jay L. Garfield,Calin Copil,,https://www.youtube.com/watch?v=slOXNPnDYI8&feature=youtu.be,,,,,feni,i---,directive,2,,,,male,-1,-1,-1,,,2,4,7,7,7,,2,2,,,2,7,2,,,4,2,4,,4,7,7,,4,7,,,,,2,2,,,,,2,,,,,,,,4,7,7,,2,7,7,2,,,4,,,,,,,,,,,,,,2,2,
Dr. Paul Williams,Calin Copil,,https://www.youtube.com/watch?v=2w-Cxga9vnc&ab_channel=CourierFo,,,,,teni,i---,unseelie,2,,,,male,-1,-1,-1,,,4,7,7,7,7,,,4,2,,2,4,4,2,2,2,2,4,,4,7,7,7,7,7,2,4,4,2,0,7,4,7,7,,7,7,7,2,,,,,,2,,,,7,7,7,,2,,,,,,,,,,2,,,,2,4,4,4
Ken Wheeler,Calin Copil,,https://www.youtube.com/watch?v=pQjj5dUZ0YE&ab_channel=TheoriaApophasis,,,,,nite,ii--,unseelie,2,,,,male,-1,-1,-1,,,,,2,,,,4,2,2,7,,2,2,4,2,7,7,7,7,7,2,4,,7,4,4,2,2,,2,7,,7,7,4,7,7,7,4,,,,,,2,,,,2,4,2,4,2,,,2,,,,,,,,,,,,2,7,4
Planarwalk,Calin Copil,,https://www.youtube.com/watch?v=mzDohCTwDhs&ab_channel=Planarwalk,,,,,nefi,i-i-,unseelie,3,,,,male,-1,-1,-1,,,,2,4,4,,4,7,4,7,7,4,7,2,7,7,2,,4,7,,4,4,2,7,2,,4,,,7,4,,4,7,7,7,7,,,2,,,,4,4,4,,,,,,,,,,,7,2,4,7,7,4,7,,,,,4,7,7
Doug Smith,Calin Copil,,https://www.youtube.com/watch?v=-am31Ee9KBE,,,,,fesi,i-i-,directive,2,high,low,TeSi,male,-1,-1,-1,,,2,7,7,4,7,2,,7,4,,2,4,4,2,7,4,2,2,0,4,7,4,7,4,7,,2,4,2,,4,,4,2,2,2,2,,,2,,2,2,2,4,7,2,,,,,,4,,,,7,7,7,,2,2,7,,,,,2,7,
Saul Kripke,Mitchell Newman,,https://www.youtube.com/watch?v=hebgT2-boMI,,,,,site,i---,seelie,0,,,,male,-1,-1,-1,,,2,,4,4,,,2,2,2,4,,2,0,4,2,7,4,2,4,4,,,2,2,4,4,2,,2,4,4,2,,4,,,,,,,,,,,,,4,2,,,,,,,,,7,2,4,7,,,,,4,4,,,,
Taylor Swift,Ash Rose,,https://www.youtube.com/watch?v=CQacWbsLbS4,,,,,tise,ii-i,directive,0,,,,female,-1,-1,-1,,,4,4,4,4,2,2,2,0,,,2,4,7,,2,2,,4,,2,4,4,,4,7,4,7,4,4,4,2,4,4,2,,2,,,2,,2,4,4,7,4,4,7,2,2,2,7,4,4,4,,2,,,,,,,,2,2,2,,,4,4
Jacob Bowman,Ash Rose,,https://www.youtube.com/watch?v=ZIrpOAh7Gkk,,,,,seti,i--i,directive,3,,,,male,-1,-1,-1,,,,4,,,0,7,4,2,,4,7,7,4,,7,,4,7,2,4,2,2,,2,2,2,4,,,4,,,,2,2,,,,,4,4,7,4,7,4,4,4,,4,,4,4,7,4,,7,,4,,,,,,,,,,,4,7
Hilary Putnam,Mitchell Newman,"Hilary Putnam (1926–2016) was an influential American philosopher known for his work in philosophy of mind, language, and mathematics. A central figure in Western philosophy during the 20th century, he contributed significantly to the development of philosophical realism and functionalism. Putnam notably challenged conventional thinking through his ""multiple realizability"" thesis and ""brains in a vat"" thought experiment. An intellectual chameleon, he frequently revised his philosophical stance, earning him a reputation for breadth of thought and continual self-critique.",https://www.youtube.com/watch?v=B6LJAllrDS4,https://www.youtube.com/watch?v=XceNVV2Wf5A,https://www.youtube.com/watch?v=kH785oawwkk,,,sife,ii--,adaptive,0,low,low,,male,1920s,north_america,jewish,,juan_e._sandoval | calin_copil | mitchell_newman,,,2,2,0,4,4,2,,4,2,2,4,2,,4,4,2,4,4,7,4,,4,2,,,,2,,,,,,,,,,,2,7,4,4,,,,4,2,,,,,,,,,7,,7,7,,,,,2,4,4,,,
Master Sheng Yen,Ash Rose,,https://www.youtube.com/watch?v=k7gOGBFDD8k,,,,,nife,ii--,directive,0,,,,male,-1,-1,-1,,,,,2,2,,7,4,4,2,4,,0,7,2,,4,4,4,4,7,4,4,,4,4,,,,,2,,,,,,,,,,7,,2,4,4,4,4,2,2,4,4,7,4,2,2,,,,,,,,,,,,,,,4,2
Dr Antala,Ash Rose,,https://www.youtube.com/watch?v=R7pNB-UbJe8,,,,,nife,i---,directive,2,,,,male,-1,-1,-1,,,,,,,,2,,7,,,,,,,2,7,7,,,7,2,2,,2,,,,,,,2,,,,,,,,,4,,2,4,,2,,7,,4,7,4,,,,,,,,,,,,,,,,,,,7
Sasha Grey,Ash Rose,,https://www.youtube.com/watch?v=ycK6HSMBGDc,,,,,fise,iiii,unseelie,2,,,,female,-1,-1,-1,,,7,4,7,4,2,,2,,,,2,4,4,2,4,,2,7,4,2,4,4,2,4,4,4,7,7,4,2,4,4,2,7,4,4,2,4,2,,,,,,,,,,4,7,7,4,4,2,,,,,,,,,,2,2,,,4,2,4
à-bas-le-ciel,Ash Rose,,https://cognitivetype.net/s/FeNi_-bas-le-ciel_1.mp4,,,,,feni,i-i-,directive,3,,,,male,-1,-1,-1,,,7,4,7,7,2,2,2,,,,,7,2,2,4,4,2,,2,0,7,7,0,7,7,0,4,2,2,4,2,,7,4,2,,2,2,,4,,,4,4,7,7,4,2,4,2,2,4,4,4,,,,,,2,,,,,,,,4,7,7
Hitomi Mochizuki,Ash Rose,,https://www.youtube.com/watch?v=esproEjq-WM&list=PL0Qd2C1Q1zp9Gv7MFs8osczDp7-6p-t9l&index=1,,,,,sefi,i---,seelie,0,,,,female,-1,-1,-1,,,,,,,,7,7,4,4,4,4,7,7,4,7,,,2,,,,2,2,4,4,2,4,2,,4,7,7,7,4,2,4,4,4,4,,,,,,,,,,7,,2,,4,4,7,7,,7,,2,,,,,7,7,7,,,
ReviewTechUSA,Ash Rose,,https://cognitivetype.net/s/TeNi_ReviewTechUSA_1.mp4,,,,,teni,i-i-,unseelie,0,,,,male,-1,-1,-1,,,4,4,7,7,2,2,,4,2,,2,4,4,,7,2,4,4,,,7,7,4,4,7,,,2,,4,7,,4,7,,4,7,4,2,,,,,,,,2,,7,4,2,7,7,,,,,,,,,,,4,,,,4,7,7
Michael Malice,Ash Rose,,https://www.youtube.com/watch?v=hoH8Hk_mkaQ&list=PLJhLkbHUnf6fLPWl6_s6kJahQW0NSfcSb&index=1,,,,,tesi,i---,seelie,1,,,,male,-1,-1,-1,,,7,4,7,4,2,,2,,2,,,4,,,4,,,4,,,2,7,4,4,7,,4,2,4,2,4,2,4,2,4,2,4,7,,,4,,,,,,,,,,,2,,,,2,4,7,7,4,2,2,4,4,2,4,,,,
Alex,Ash Rose,,https://youtu.be/kj56D1u_pAg,,,,,feni,iiii,directive,0,,,,male,-1,-1,-1,,,7,7,7,2,7,,,,2,,2,4,2,2,7,2,7,4,4,4,4,7,4,4,7,4,4,4,2,4,,,,2,2,2,,4,,4,7,4,4,4,2,,,2,4,4,2,7,7,2,7,7,2,2,4,7,,,,4,,,,,7,4
Jeff Weiner,Calin Copil,,https://www.youtube.com/watch?v=W8RmWPqBiBo&ab_channel=CNBC,,,,,feni,ii--,directive,0,,,,male,-1,-1,-1,,,7,7,7,7,2,,,,,,,4,,2,2,2,2,7,2,4,7,,,7,7,2,,,,2,,,,2,,2,2,,,4,4,4,4,4,7,7,7,,2,4,7,7,4,4,,,,,,,,,,,,2,,,4,4
Austen Heinz,Calin Copil,"Visionary entrepreneur and bioengineer who left an indelible mark on the world of synthetic biology. He displayed an early fascination with science and technology, which eventually led him to co-found Cambrian Genomics in 2011. As CEO of the company, Heinz aimed to revolutionize the field of DNA synthesis by developing affordable and accessible gene-editing technologies. His groundbreaking work included pioneering the use of laser-printing DNA, which significantly reduced the cost and time required for genetic engineering. Heinz's innovative approach garnered attention and acclaim, earning him recognition as a trailblazer in the biotech industry. ",https://www.youtube.com/watch?v=cPnq5pcYfew&ab_channel=ThisWeekinStartups,,,,,seti,i---,adaptive,3,,,I-I-,male,-1,-1,-1,,,0,0,4,4,0,7,7,4,7,4,7,7,4,7,4,4,2,2,0,0,2,0,0,7,4,0,2,2,2,4,0,0,0,0,0,0,0,0,0,7,7,7,4,4,7,7,4,2,4,4,7,0,7,7,4,4,0,0,0,0,0,0,0,0,2,0,0,0,4,2
