,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra
378,Blake de Pastino,Calin Copil,fesi,i-ii,unguarded,2.0,,,male,-1,-1,-1,4.0,7.0,2.0,4.0,7.0,4.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,4.0,2.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,176.0,Je,Alpha
379,Kallie Moore,Calin Copil,tesi,i-ii,unguarded,0.0,,,female,-1,-1,-1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,4.0,2.0,7.0,4.0,4.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,7.0,4.0,4.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,2.0,2.0,4.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,207.0,Je,Delta
380,James Ransone,Calin Copil,neti,i--i,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,7.0,7.0,2.0,4.0,7.0,2.0,4.0,2.0,7.0,7.0,0.0,0.0,7.0,7.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,2.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,187.0,Pe,Alpha
381,Drake Bell,Calin Copil,neti,i---,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,4.0,7.0,0.0,4.0,2.0,4.0,7.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,7.0,4.0,7.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,155.0,Pe,Alpha
382,Ariana Grande,Calin Copil,neti,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,7.0,0.0,2.0,7.0,4.0,7.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,7.0,2.0,0.0,7.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,161.0,Pe,Alpha
383,Andrew Yang,Calin Copil,site,i---,unguarded,1.0,,,male,-1,-1,-1,2.0,4.0,4.0,4.0,0.0,4.0,2.0,2.0,7.0,7.0,2.0,4.0,0.0,4.0,2.0,4.0,4.0,7.0,2.0,7.0,0.0,2.0,0.0,7.0,4.0,2.0,2.0,0.0,2.0,4.0,4.0,7.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,159.0,Pi,Delta
384,Lady Gaga,Calin Copil,sefi,iii-,guarded,3.0,,,female,-1,-1,-1,0.0,2.0,4.0,4.0,0.0,7.0,2.0,7.0,4.0,7.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,4.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,2.0,185.0,Pe,Gamma
385,Gwen Stefani,Calin Copil,sefi,iii-,guarded,0.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,4.0,7.0,2.0,7.0,4.0,4.0,7.0,4.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,7.0,4.0,7.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,163.0,Pe,Gamma
386,Desmond Tutu,Calin Copil,sife,iii-,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,4.0,7.0,0.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,2.0,182.0,Pi,Alpha
387,Victor Gulenko,Mitchell Newman,site,ii--,guarded,0.0,,,male,-1,-1,-1,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,7.0,0.0,7.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,7.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,158.0,Pi,Delta
388,Milton Friedman,Calin Copil,site,ii--,guarded,0.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,4.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,111.0,Pi,Delta
389,Professor Leonard,Calin Copil,fesi,i---,unguarded,2.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,7.0,7.0,0.0,7.0,7.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,183.0,Je,Alpha
390,Thomas Sowell,Calin Copil,nife,ii--,guarded,2.0,medium,low,male,1930s,north_america,black/african,0.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,7.0,7.0,4.0,2.0,7.0,4.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,4.0,7.0,4.0,7.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,165.0,Pi,Beta
391,Frank Caprio,Calin Copil,site,ii--,unguarded,0.0,,,male,1930s,north_america,white/european,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,7.0,7.0,7.0,4.0,7.0,4.0,2.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,134.0,Pi,Delta
392,Greg Mathis,Calin Copil,feni,i-i-,unguarded,0.0,,,male,-1,-1,-1,4.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,7.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,7.0,7.0,4.0,2.0,7.0,4.0,7.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,140.0,Je,Beta
393,Robert Rinder,Calin Copil,tesi,i-i-,unguarded,0.0,,,male,-1,-1,-1,2.0,4.0,4.0,4.0,0.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,179.0,Je,Delta
394,Gilbert Strang,Calin Copil,site,iii-,guarded,0.0,,,male,-1,-1,-1,2.0,0.0,0.0,4.0,0.0,7.0,2.0,7.0,4.0,7.0,2.0,0.0,7.0,2.0,2.0,7.0,7.0,4.0,0.0,7.0,0.0,7.0,2.0,0.0,4.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,176.0,Pi,Delta
395,Jordan Peterson,Calin Copil,feni,iiii,guarded,3.0,,,male,-1,-1,-1,7.0,4.0,4.0,7.0,7.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,0.0,7.0,2.0,4.0,7.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,7.0,4.0,7.0,2.0,7.0,7.0,0.0,7.0,2.0,4.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,217.0,Je,Beta
396,Christopher Langan,Calin Copil,feni,ii--,guarded,3.0,,,male,-1,-1,-1,4.0,7.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,0.0,7.0,7.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,7.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,167.0,Je,Beta
397,Daniel Bonevac,Calin Copil,tesi,i---,guarded,2.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,7.0,7.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,168.0,Je,Delta
398,Nicole Januszczak,Hila Hershkoviz,sife,i---,unguarded,0.0,,,female,-1,-1,-1,4.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,90.0,Pi,Alpha
399,Aubrey Plaza,Calin Copil,fise,ii--,guarded,0.0,,,male,-1,-1,-1,4.0,7.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,7.0,7.0,2.0,7.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,146.0,Ji,Gamma
400,Daniel Dennett,Calin Copil,nite,ii--,guarded,1.0,,,male,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,103.0,Pi,Gamma
401,PewDiePie,Calin Copil,neti,i---,unguarded,0.0,,,male,-1,-1,-1,4.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,7.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,155.0,Pe,Alpha
402,Michio Kaku,Calin Copil,fesi,iiii,unguarded,0.0,,,male,-1,-1,-1,0.0,4.0,7.0,4.0,7.0,4.0,2.0,7.0,0.0,0.0,4.0,2.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,0.0,4.0,4.0,0.0,7.0,7.0,4.0,4.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,193.0,Je,Alpha
403,Jiddu Krishnamurti,Calin Copil,nite,iii-,guarded,3.0,,,male,-1,-1,-1,0.0,0.0,2.0,4.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,7.0,4.0,2.0,0.0,2.0,7.0,0.0,7.0,7.0,2.0,4.0,4.0,4.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,162.0,Pi,Gamma
404,Peter Harvey,Calin Copil,tesi,i---,guarded,1.0,,,male,-1,-1,-1,7.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,4.0,7.0,4.0,2.0,4.0,7.0,0.0,4.0,2.0,0.0,7.0,2.0,2.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,7.0,2.0,172.0,Je,Delta
405,Jay L. Garfield,Calin Copil,feni,i---,guarded,2.0,,,male,-1,-1,-1,2.0,4.0,7.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,4.0,7.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,2.0,7.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,133.0,Je,Beta
406,Dr. Paul Williams,Calin Copil,teni,i---,guarded,2.0,,,male,-1,-1,-1,4.0,7.0,7.0,7.0,7.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,2.0,0.0,7.0,4.0,7.0,7.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,202.0,Je,Gamma
407,Ken Wheeler,Calin Copil,nite,ii--,guarded,2.0,,,male,-1,-1,-1,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,2.0,2.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,0.0,7.0,4.0,4.0,2.0,2.0,0.0,2.0,7.0,0.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,172.0,Pi,Gamma
408,Planarwalk,Calin Copil,nefi,i-i-,guarded,3.0,,,male,-1,-1,-1,0.0,2.0,4.0,4.0,0.0,4.0,7.0,4.0,7.0,7.0,4.0,7.0,2.0,7.0,7.0,2.0,0.0,4.0,7.0,0.0,4.0,4.0,2.0,7.0,2.0,0.0,4.0,0.0,0.0,7.0,4.0,0.0,4.0,7.0,7.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,218.0,Pe,Delta
409,Doug Smith,Calin Copil,fesi,i-i-,guarded,2.0,high,low,male,-1,-1,-1,2.0,7.0,7.0,4.0,7.0,2.0,0.0,7.0,4.0,0.0,2.0,4.0,4.0,2.0,7.0,4.0,2.0,2.0,0.0,4.0,7.0,4.0,7.0,4.0,7.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,192.0,Je,Alpha
410,Saul Kripke,Mitchell Newman,site,i---,unguarded,0.0,,,male,-1,-1,-1,2.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,2.0,7.0,4.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,113.0,Pi,Delta
411,Taylor Swift,Ash Rose,tise,ii-i,guarded,0.0,,,female,-1,-1,-1,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,7.0,4.0,4.0,7.0,2.0,2.0,2.0,7.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,176.0,Ji,Beta
412,Jacob Bowman,Ash Rose,seti,i--i,guarded,3.0,,,male,-1,-1,-1,0.0,4.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,4.0,7.0,7.0,4.0,0.0,7.0,0.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,7.0,4.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,171.0,Pe,Beta
413,Hilary Putnam,Mitchell Newman,sife,ii--,unguarded,0.0,low,low,male,1920s,north_america,jewish,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,2.0,4.0,4.0,7.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,119.0,Pi,Alpha
414,Master Sheng Yen,Ash Rose,nife,ii--,guarded,0.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,7.0,4.0,4.0,2.0,4.0,0.0,0.0,7.0,2.0,0.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,133.0,Pi,Beta
415,Dr Antala,Ash Rose,nife,i---,guarded,2.0,,,male,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,0.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,83.0,Pi,Beta
